################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2026-03-15 04:51:02 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-03-14 14:59:42", "1766185", "d9c552dc9912c63d66501ff57e134817", "md5_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:42", "1766186", "7a301b4f92cc825e47b55f62b99462cee387eeeb", "sha1_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:41", "1766181", "a7b5fa68a512950248122dcb6f815e6f12619097b48de3a6650bc65824781fde", "sha256_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:41", "1766182", "6826b710247314b6fc0c02d12796dcc6", "md5_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:41", "1766183", "30c82cac1e1b8bd7b8e75311500945d929ef95bc", "sha1_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:40", "1766178", "4c9d9e12a691c67939525cfbd4bd416ee027602113dd8159e847aaaab9bdd6de", "sha256_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:40", "1766179", "71c1ac875c0c0b600caa5ac1a7f64aac", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:40", "1766180", "4ef491a92650ad594679ed1eeccc43cf4f1c5fe8", "sha1_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:39", "1766175", "7635dcadc6e2fb115a2d027739a863c37def467afca99179d3102518078f33ea", "sha256_hash", "payload", "win.dostealer", "None", "DOSTEALER", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:39", "1766176", "c31ebc969030bb0651201abb6d2bd4e9", "md5_hash", "payload", "win.dostealer", "None", "DOSTEALER", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:39", "1766177", "423e6a5f53e6ec8643a712812b0b3652fc2cc406", "sha1_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:38", "1766172", "329080a95db1014599344f3158c57148613a03e8210c68a7670ccae2e170c303", "sha256_hash", "payload", "win.phorpiex", "Trik,phorphiex", "Phorpiex", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:38", "1766173", "51384dbcbafd55389292d443b2a13ac1", "md5_hash", "payload", "win.phorpiex", "Trik,phorphiex", "Phorpiex", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:38", "1766174", "e67c90cdd012a7b50945c368e232366081b4f525", "sha1_hash", "payload", "win.dostealer", "None", "DOSTEALER", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:37", "1766169", "58a901e3e5abc71192df4ae0f8e2928de0a3c1f2ee438f39c75142967f6ffc1f", "sha256_hash", "payload", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:37", "1766170", "ba198835c37707d77ed34a5265ac958d", "md5_hash", "payload", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:37", "1766171", "8e579b106b1ecda2df28868a9e2ae79b36358c53", "sha1_hash", "payload", "win.phorpiex", "Trik,phorphiex", "Phorpiex", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:36", "1766167", "827607d89c33dcd2e0eab71062cbadf5", "md5_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:36", "1766168", "9061a2bf539ab290b9bfdabafba82ea9849361e9", "sha1_hash", "payload", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:35", "1766166", "a9a7ebc3406ddb00ffb5a2607cc6aa76bbc39c6865a2f9b5e434b0e065b11353", "sha256_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:34", "1766163", "102f5610ec49ec1ef47510dd9b0fc6fa3e5f90bcdf3328db8f0398727e869ff4", "sha256_hash", "payload", "win.attor", "None", "Attor", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:34", "1766164", "39653d75a9f6f618558d6169cf0c4713", "md5_hash", "payload", "win.attor", "None", "Attor", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:34", "1766165", "fb73c5bfbe5d8c4b465a191cefe68fcf1f521178", "sha1_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:33", "1766161", "e62bad247c046f8f5a0c75ff52ec4bed", "md5_hash", "payload", "win.lalala_stealer", "None", "LALALA Stealer", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:33", "1766162", "9698d1ce388b9439c521f29d9afc145e7af2a35d", "sha1_hash", "payload", "win.attor", "None", "Attor", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:32", "1766159", "cb04a0c814dd4391ddef5a49f23bd038d9c88c4e", "sha1_hash", "payload", "win.lalala_stealer", "None", "LALALA Stealer", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:59:32", "1766160", "591902603acc284754bfbe0dfaf3522edc3f8372f1a8152c5a86465808d90bf9", "sha256_hash", "payload", "win.lalala_stealer", "None", "LALALA Stealer", "", "95", "False", "None", "None", "0", "Grim"
"2026-03-14 14:57:32", "1766158", "bufferforge.onfloor.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 14:58:11", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 14:54:52", "1766154", "179.61.227.47:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:52", "1766155", "74.0.32.138:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:52", "1766156", "31.57.201.26:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:52", "1766157", "74.0.32.205:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:28", "1766153", "cha.ssffaa19.xyz", "domain", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:27", "1766152", "cha.rongtv.xyz", "domain", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:14", "1766150", "https://31.57.201.26/", "url", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:14", "1766151", "https://74.0.32.205/", "url", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:13", "1766146", "https://cha.rongtv.xyz/", "url", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:13", "1766147", "https://cha.ssffaa19.xyz/", "url", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:13", "1766148", "https://179.61.227.47/", "url", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:54:13", "1766149", "https://74.0.32.138/", "url", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "False", "", "Vidar", "0", "crep1x"
"2026-03-14 14:52:05", "1766145", "mirogv.onfloor.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 14:52:09", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 14:48:42", "1766144", "117.72.214.50:8443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2026-03-15 04:47:30", "75", "False", "None", "CobaltStrike,drb-ra", "0", "abuse_ch"
"2026-03-14 14:48:31", "1766143", "nidderauerontour.de", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 14:46:12", "1766142", "alpha2-point.uptrend.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 14:46:55", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 14:17:50", "1766138", "posteroutlet.getontra.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 14:17:53", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 14:16:45", "1766137", "nico-hahn.de", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 14:10:11", "1766136", "genom-inde.getontra.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 14:10:53", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 14:06:28", "1766135", "nickwedig.libraryofhighmoon.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 14:05:07", "1766134", "cvk6.freespe.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 14:06:13", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 14:01:03", "1766133", "birdcast.freespe.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 14:02:07", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:48:53", "1766132", "uanwzyl.lowflo.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:49:56", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:44:23", "1766131", "rekr.lowflo.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:46:46", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:40:23", "1766129", "kellith9ex.stoppit.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:36:09", "1766128", "m0fb.stoppit.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:40:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:33:36", "1766127", "vita-array.getron.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:32:14", "1766125", "wmajq.getron.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:33:07", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:30:10", "1766124", "0tlbvf7p.windapp.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "clearfake", "1", "ttakvam"
"2026-03-14 13:29:38", "1766123", "rl2wwiqv.windapp.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:30:52", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:29:20", "1766122", "mistshe.getron.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:30:38", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:25:49", "1766121", "mz13se.alfabon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:27:07", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:22:43", "1766120", "shall-latt.alfabon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:23:09", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:21:39", "1766119", "meta-scr1p.alfabon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:22:12", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:18:57", "1766118", "xbusrwue.zecoko.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:20:11", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:14:53", "1766117", "ooenm.zecoko.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:16:18", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:10:04", "1766116", "svvit-vector.zecoko.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:12:49", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:09:45", "1766115", "dwvcsi.farman.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:07:35", "1766114", "holl6-layer.farman.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:08:46", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 13:02:10", "1766113", "geo-p4le.farman.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 13:02:36", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:59:07", "1766112", "nicegujarat.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 12:57:20", "1766111", "yxmptwzw.cutlog.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:59:24", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:53:03", "1766110", "mon1to-frame.cutlog.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:54:15", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:49:04", "1766109", "lummeshar4.cutlog.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:49:29", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:43:07", "1766108", "qpzv.onfloor.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:44:07", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:40:30", "1766107", "nibarchitects.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 12:40:14", "1766106", "rav3-plate.onfloor.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:41:25", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:36:28", "1766105", "kk8z.onfloor.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:38:33", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:33:10", "1766104", "neo-go1d.uptrend.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:35:59", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:30:59", "1766103", "ultra-rnot1f.uptrend.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:32:32", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:28:11", "1766101", "9ucjff.uptrend.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:28:56", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:18:52", "1766100", "bpuk6mpm.uptrend.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:20:19", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:14:26", "1766099", "retai-rapid.uptrend.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 12:14:44", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 12:07:54", "1766098", "nhanghoavinh.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 12:02:56", "1766096", "122.10.71.102:8888", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://tria.ge/260314-hbdcbshx8y", "AS134548,C2,rat,triage,valleyrat", "0", "DonPasci"
"2026-03-14 12:02:56", "1766097", "122.10.71.102:80", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://tria.ge/260314-hbdcbshx8y", "AS134548,C2,rat,triage,valleyrat", "0", "DonPasci"
"2026-03-14 12:02:55", "1766093", "47.83.123.66:6666", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://tria.ge/260314-jser6ab12n", "AS45102,C2,rat,triage,valleyrat", "0", "DonPasci"
"2026-03-14 12:02:55", "1766094", "47.83.123.66:8888", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://tria.ge/260314-jser6ab12n", "AS45102,C2,rat,triage,valleyrat", "0", "DonPasci"
"2026-03-14 12:02:55", "1766095", "122.10.71.102:6666", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://tria.ge/260314-hbdcbshx8y", "AS134548,C2,rat,triage,valleyrat", "0", "DonPasci"
"2026-03-14 12:01:23", "1766092", "187.156.129.51:443", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "", "100", "False", "https://search.censys.io/hosts/187.156.129.51", "AS8151,C2,censys,Netsupport,RAT,UNINET", "0", "DonPasci"
"2026-03-14 12:01:00", "1766091", "192.109.200.121:2405", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://search.censys.io/hosts/192.109.200.121", "AS51396,C2,censys,PFCLOUD,RAT,Remcos", "0", "DonPasci"
"2026-03-14 12:00:44", "1766090", "91.202.5.158:2129", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "2026-03-14 15:01:37", "100", "False", "https://tria.ge/260314-n2fg9sex9y", "AS43641,C2,triage,xworm", "0", "DonPasci"
"2026-03-14 12:00:41", "1766088", "156.234.56.40:48711", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "https://search.censys.io/hosts/156.234.56.40", "AS138415,C2,censys,CobaltStrike,cs-watermark-987654321,YANCYLIMITED-AS-HK", "0", "DonPasci"
"2026-03-14 12:00:41", "1766089", "156.234.208.90:33518", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "https://search.censys.io/hosts/156.234.208.90", "AS138415,C2,censys,CobaltStrike,cs-watermark-987654321,YANCYLIMITED-AS-HK", "0", "DonPasci"
"2026-03-14 12:00:40", "1766086", "156.234.202.135:10103", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "https://search.censys.io/hosts/156.234.202.135", "AS138415,C2,censys,CobaltStrike,cs-watermark-987654321,YANCYLIMITED-AS-HK", "0", "DonPasci"
"2026-03-14 12:00:40", "1766087", "156.234.202.129:8893", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "https://search.censys.io/hosts/156.234.202.129", "AS138415,C2,censys,CobaltStrike,cs-watermark-987654321,YANCYLIMITED-AS-HK", "0", "DonPasci"
"2026-03-14 11:56:45", "1766085", "tnocf.uptrend.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 11:57:06", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 11:47:51", "1766084", "nhahangmocnhien.vn", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 11:47:03", "1766083", "defendtimber.uptrend.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 11:48:14", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 11:40:19", "1766082", "ngwaverley.co.za", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 11:37:46", "1766081", "transfergocompany.com", "domain", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "False", "", "TA453", "0", "juroots"
"2026-03-14 11:37:27", "1766079", "defenceprodindia.sit", "domain", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "False", "", "RobotDreams", "0", "juroots"
"2026-03-14 11:37:27", "1766080", "endpoint1-b0ecetbuabcdg9cp.z01.azurefd.net", "domain", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "False", "", "RobotDreams", "0", "juroots"
"2026-03-14 11:37:05", "1766078", "iran.dashboard.1drvms.store", "domain", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "False", "", "NightOwl", "0", "juroots"
"2026-03-14 11:36:21", "1766077", "unityprogressall.org", "domain", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "False", "", "TA473", "0", "juroots"
"2026-03-14 11:35:58", "1766076", "iwsmailserver.com", "domain", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "False", "", "TA402", "0", "juroots"
"2026-03-14 11:35:32", "1766074", "almersalstore.com", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "50", "False", "", "c2,cobaltstrike", "0", "juroots"
"2026-03-14 11:35:32", "1766075", "support.almersalstore.com", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "50", "False", "", "c2,cobaltstrike", "0", "juroots"
"2026-03-14 11:34:52", "1766071", "cloudfortresshost.duckdns.org", "domain", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "50", "False", "", "c2,remcos", "0", "juroots"
"2026-03-14 11:34:52", "1766072", "cloudshieldnetwork.duckdns.org", "domain", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "50", "False", "", "c2,remcos", "0", "juroots"
"2026-03-14 11:34:52", "1766073", "www.gasofuelsystem-my.com", "domain", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "50", "False", "", "c2,remcos", "0", "juroots"
"2026-03-14 11:34:33", "1766070", "else.u27v.me", "domain", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "False", "", "c2,elknot", "0", "juroots"
"2026-03-14 11:34:12", "1766069", "91.92.241.79:1888", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "50", "False", "", "c2,dcrat", "0", "juroots"
"2026-03-14 11:33:57", "1766068", "bondooasw.ru.com", "domain", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "50", "False", "", "c2,dcrat", "0", "juroots"
"2026-03-14 11:33:44", "1766060", "sniper.pikseltesisatci.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:44", "1766061", "sniper.sc88bet.net", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:44", "1766062", "sniper.sexhay001.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:44", "1766063", "sniper.sidesunberkhotel.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:44", "1766064", "sniper.spicensweet.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:44", "1766065", "sniper.turanklinik.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:44", "1766066", "sniper.vnsexdam.net", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:44", "1766067", "volatile-suppose.gl.joinmc.link", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:43", "1766046", "smtp1.sexhay001.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:43", "1766047", "smtp1.sidesunberkhotel.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:43", "1766048", "smtp1.spicensweet.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:43", "1766049", "smtp1.turanklinik.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:43", "1766050", "smtp1.vnsexdam.net", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:43", "1766051", "sniper.allnaturalandorganic.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:43", "1766052", "sniper.angaralim.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
"2026-03-14 11:33:43", "1766053", "sniper.floristeriarosareal.com", "domain", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "False", "", "asyncrat,c2", "0", "juroots"
